texto,emocao
Terminei meu projeto e estou orgulhoso.,alegria
O filme de terror me causou arrepios.,medo
Vi um prato mal lavado e perdi o apetite.,nojo
Hoje acordei sorrindo à toa.,alegria
A paisagem estava tão bonita que me senti em paz.,alegria
Assisti a uma despedida emocionante.,tristeza
O filme de terror me causou arrepios.,medo
Havia poeira acumulada em todos os cantos.,nojo
A pia estava cheia de restos de comida.,nojo
A tempestade forte me deixou inquieto.,medo
Terminei meu projeto e estou orgulhoso.,alegria
Vi um prato mal lavado e perdi o apetite.,nojo
Terminei meu projeto e estou orgulhoso.,alegria
O filme de terror me causou arrepios.,medo
Recebi uma resposta grossa de um colega.,raiva
O filme de terror me causou arrepios.,medo
Recebi uma encomenda sem aviso prévio.,surpresa
Fiquei furioso com a injustiça na partida.,raiva
A pia estava cheia de restos de comida.,nojo
Vi um prato mal lavado e perdi o apetite.,nojo
O cheiro do esgoto era muito forte.,nojo
Tive medo de errar na apresentação.,medo
Fui mal interpretado e isso me irritou.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Vi um prato mal lavado e perdi o apetite.,nojo
Descobri uma nova habilidade em mim.,surpresa
O cheiro do esgoto era muito forte.,nojo
Fiquei furioso com a injustiça na partida.,raiva
Assisti a uma despedida emocionante.,tristeza
A pia estava cheia de restos de comida.,nojo
Senti uma energia positiva o dia inteiro.,alegria
Havia poeira acumulada em todos os cantos.,nojo
Ganhei um sorteio inesperadamente.,surpresa
Me perdi na cidade e fiquei apreensivo.,medo
Ganhei um sorteio inesperadamente.,surpresa
O cheiro do esgoto era muito forte.,nojo
Encontrei um velho amigo na rua por acaso.,surpresa
A pia estava cheia de restos de comida.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
Recebi uma encomenda sem aviso prévio.,surpresa
Recebi uma má notícia logo cedo.,tristeza
As lembranças antigas me fizeram chorar.,tristeza
Tive medo de errar na apresentação.,medo
Vi um prato mal lavado e perdi o apetite.,nojo
Encontrei comida estragada no armário.,nojo
Fui chamado para um evento exclusivo.,surpresa
Hoje acordei sorrindo à toa.,alegria
Recebi uma encomenda sem aviso prévio.,surpresa
Fiquei enojado com a cena do filme.,nojo
O cheiro do esgoto era muito forte.,nojo
Ganhei um abraço inesperado que me alegrou.,alegria
Perdi minha carteira e fiquei desanimado.,tristeza
A pia estava cheia de restos de comida.,nojo
Hoje acordei sorrindo à toa.,alegria
Perdi muito tempo esperando em fila.,raiva
O barulho excessivo me tirou do sério.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
O barulho excessivo me tirou do sério.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Choveu o dia todo e isso me deixou triste.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
Choveu o dia todo e isso me deixou triste.,tristeza
Tive uma tarde leve e cheia de risos.,alegria
Recebi uma encomenda sem aviso prévio.,surpresa
Me ignoraram em uma conversa importante.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Fui chamado para um evento exclusivo.,surpresa
Ouvi passos atrás de mim e acelerei o passo.,medo
Ganhei um sorteio inesperadamente.,surpresa
Encontrei um velho amigo na rua por acaso.,surpresa
Recebi uma má notícia logo cedo.,tristeza
O filme de terror me causou arrepios.,medo
Fiquei furioso com a injustiça na partida.,raiva
Recebi uma resposta grossa de um colega.,raiva
Ganhei um abraço inesperado que me alegrou.,alegria
Recebi uma resposta grossa de um colega.,raiva
A paisagem estava tão bonita que me senti em paz.,alegria
Senti uma energia positiva o dia inteiro.,alegria
Assisti a uma despedida emocionante.,tristeza
O cheiro do esgoto era muito forte.,nojo
A tempestade forte me deixou inquieto.,medo
Perdi minha carteira e fiquei desanimado.,tristeza
O barulho excessivo me tirou do sério.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
Recebi uma má notícia logo cedo.,tristeza
Assisti a uma despedida emocionante.,tristeza
Fui mal interpretado e isso me irritou.,raiva
Senti falta de alguém especial durante a noite.,tristeza
A tempestade forte me deixou inquieto.,medo
Me perdi na cidade e fiquei apreensivo.,medo
Fiquei furioso com a injustiça na partida.,raiva
Assisti a uma despedida emocionante.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Hoje acordei sorrindo à toa.,alegria
Senti falta de alguém especial durante a noite.,tristeza
A tempestade forte me deixou inquieto.,medo
Fiquei enojado com a cena do filme.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Perdi muito tempo esperando em fila.,raiva
Recebi uma encomenda sem aviso prévio.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Me perdi na cidade e fiquei apreensivo.,medo
Me perdi na cidade e fiquei apreensivo.,medo
Tive medo de errar na apresentação.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Ganhei um abraço inesperado que me alegrou.,alegria
Terminei meu projeto e estou orgulhoso.,alegria
O barulho excessivo me tirou do sério.,raiva
Ouvi passos atrás de mim e acelerei o passo.,medo
As lembranças antigas me fizeram chorar.,tristeza
Recebi uma resposta grossa de um colega.,raiva
Fiquei nervoso durante o exame médico.,medo
O barulho excessivo me tirou do sério.,raiva
Me ignoraram em uma conversa importante.,raiva
Tive uma tarde leve e cheia de risos.,alegria
Fiquei enojado com a cena do filme.,nojo
Me ignoraram em uma conversa importante.,raiva
Fui chamado para um evento exclusivo.,surpresa
Ganhei um abraço inesperado que me alegrou.,alegria
Me perdi na cidade e fiquei apreensivo.,medo
Tive uma tarde leve e cheia de risos.,alegria
Assisti a uma despedida emocionante.,tristeza
Fiquei nervoso durante o exame médico.,medo
Tive uma tarde leve e cheia de risos.,alegria
Vi um prato mal lavado e perdi o apetite.,nojo
O barulho excessivo me tirou do sério.,raiva
O barulho excessivo me tirou do sério.,raiva
Vi um prato mal lavado e perdi o apetite.,nojo
Vi um prato mal lavado e perdi o apetite.,nojo
Me perdi na cidade e fiquei apreensivo.,medo
Fui chamado para um evento exclusivo.,surpresa
Ganhei um sorteio inesperadamente.,surpresa
Ouvi passos atrás de mim e acelerei o passo.,medo
Fui chamado para um evento exclusivo.,surpresa
Perdi muito tempo esperando em fila.,raiva
As lembranças antigas me fizeram chorar.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Descobri uma nova habilidade em mim.,surpresa
Perdi muito tempo esperando em fila.,raiva
Me surpreendi ao ver neve pela primeira vez.,surpresa
Senti uma energia positiva o dia inteiro.,alegria
Fui mal interpretado e isso me irritou.,raiva
O filme de terror me causou arrepios.,medo
Hoje acordei sorrindo à toa.,alegria
Havia poeira acumulada em todos os cantos.,nojo
O filme de terror me causou arrepios.,medo
O cheiro do esgoto era muito forte.,nojo
O barulho excessivo me tirou do sério.,raiva
Senti falta de alguém especial durante a noite.,tristeza
Fiquei nervoso durante o exame médico.,medo
Choveu o dia todo e isso me deixou triste.,tristeza
Fiquei enojado com a cena do filme.,nojo
Perdi minha carteira e fiquei desanimado.,tristeza
Ouvi passos atrás de mim e acelerei o passo.,medo
Descobri uma nova habilidade em mim.,surpresa
A paisagem estava tão bonita que me senti em paz.,alegria
Senti falta de alguém especial durante a noite.,tristeza
Fui chamado para um evento exclusivo.,surpresa
Fui mal interpretado e isso me irritou.,raiva
A paisagem estava tão bonita que me senti em paz.,alegria
Fui mal interpretado e isso me irritou.,raiva
Perdi minha carteira e fiquei desanimado.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
Me surpreendi ao ver neve pela primeira vez.,surpresa
Me ignoraram em uma conversa importante.,raiva
Assisti a uma despedida emocionante.,tristeza
Ganhei um abraço inesperado que me alegrou.,alegria
Perdi muito tempo esperando em fila.,raiva
A paisagem estava tão bonita que me senti em paz.,alegria
A tempestade forte me deixou inquieto.,medo
A tempestade forte me deixou inquieto.,medo
Me surpreendi ao ver neve pela primeira vez.,surpresa
Fui mal interpretado e isso me irritou.,raiva
Recebi uma encomenda sem aviso prévio.,surpresa
Fui mal interpretado e isso me irritou.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
Hoje acordei sorrindo à toa.,alegria
Tive uma tarde leve e cheia de risos.,alegria
Descobri uma nova habilidade em mim.,surpresa
O barulho excessivo me tirou do sério.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
Ganhei um sorteio inesperadamente.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Ganhei um sorteio inesperadamente.,surpresa
Assisti a uma despedida emocionante.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Me perdi na cidade e fiquei apreensivo.,medo
Assisti a uma despedida emocionante.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Recebi uma encomenda sem aviso prévio.,surpresa
Ganhei um sorteio inesperadamente.,surpresa
Senti uma energia positiva o dia inteiro.,alegria
Me surpreendi ao ver neve pela primeira vez.,surpresa
Senti uma energia positiva o dia inteiro.,alegria
Assisti a uma despedida emocionante.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Terminei meu projeto e estou orgulhoso.,alegria
Encontrei um velho amigo na rua por acaso.,surpresa
Vi um prato mal lavado e perdi o apetite.,nojo
O cheiro do esgoto era muito forte.,nojo
Terminei meu projeto e estou orgulhoso.,alegria
Recebi uma má notícia logo cedo.,tristeza
Encontrei um velho amigo na rua por acaso.,surpresa
Terminei meu projeto e estou orgulhoso.,alegria
Tive medo de errar na apresentação.,medo
Recebi uma resposta grossa de um colega.,raiva
Perdi muito tempo esperando em fila.,raiva
Recebi uma má notícia logo cedo.,tristeza
Tive medo de errar na apresentação.,medo
Me perdi na cidade e fiquei apreensivo.,medo
Descobri uma nova habilidade em mim.,surpresa
Assisti a uma despedida emocionante.,tristeza
Recebi uma encomenda sem aviso prévio.,surpresa
Vi um prato mal lavado e perdi o apetite.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Assisti a uma despedida emocionante.,tristeza
Senti uma energia positiva o dia inteiro.,alegria
Me perdi na cidade e fiquei apreensivo.,medo
Encontrei comida estragada no armário.,nojo
Recebi uma resposta grossa de um colega.,raiva
Me perdi na cidade e fiquei apreensivo.,medo
Havia poeira acumulada em todos os cantos.,nojo
Fiquei furioso com a injustiça na partida.,raiva
Assisti a uma despedida emocionante.,tristeza
Ouvi passos atrás de mim e acelerei o passo.,medo
Tive medo de errar na apresentação.,medo
A pia estava cheia de restos de comida.,nojo
As lembranças antigas me fizeram chorar.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Me perdi na cidade e fiquei apreensivo.,medo
A tempestade forte me deixou inquieto.,medo
Assisti a uma despedida emocionante.,tristeza
A tempestade forte me deixou inquieto.,medo
O barulho excessivo me tirou do sério.,raiva
Fiquei furioso com a injustiça na partida.,raiva
Recebi uma encomenda sem aviso prévio.,surpresa
Hoje acordei sorrindo à toa.,alegria
A pia estava cheia de restos de comida.,nojo
Tive uma tarde leve e cheia de risos.,alegria
Ganhei um sorteio inesperadamente.,surpresa
Senti falta de alguém especial durante a noite.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Me surpreendi ao ver neve pela primeira vez.,surpresa
A pia estava cheia de restos de comida.,nojo
Recebi uma encomenda sem aviso prévio.,surpresa
Assisti a uma despedida emocionante.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Me perdi na cidade e fiquei apreensivo.,medo
Fiquei nervoso durante o exame médico.,medo
Tive medo de errar na apresentação.,medo
Encontrei um velho amigo na rua por acaso.,surpresa
Senti uma energia positiva o dia inteiro.,alegria
Ouvi passos atrás de mim e acelerei o passo.,medo
Vi um prato mal lavado e perdi o apetite.,nojo
Ouvi passos atrás de mim e acelerei o passo.,medo
O cheiro do esgoto era muito forte.,nojo
Me ignoraram em uma conversa importante.,raiva
A tempestade forte me deixou inquieto.,medo
Recebi uma resposta grossa de um colega.,raiva
Encontrei comida estragada no armário.,nojo
Encontrei comida estragada no armário.,nojo
Recebi uma encomenda sem aviso prévio.,surpresa
Recebi uma má notícia logo cedo.,tristeza
Encontrei um velho amigo na rua por acaso.,surpresa
Me surpreendi ao ver neve pela primeira vez.,surpresa
A tempestade forte me deixou inquieto.,medo
Fiquei enojado com a cena do filme.,nojo
Assisti a uma despedida emocionante.,tristeza
A paisagem estava tão bonita que me senti em paz.,alegria
Tive medo de errar na apresentação.,medo
Recebi uma encomenda sem aviso prévio.,surpresa
Perdi muito tempo esperando em fila.,raiva
A tempestade forte me deixou inquieto.,medo
Fui mal interpretado e isso me irritou.,raiva
Encontrei um velho amigo na rua por acaso.,surpresa
Encontrei comida estragada no armário.,nojo
Recebi uma resposta grossa de um colega.,raiva
O barulho excessivo me tirou do sério.,raiva
Recebi uma má notícia logo cedo.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Ouvi passos atrás de mim e acelerei o passo.,medo
Recebi uma resposta grossa de um colega.,raiva
Descobri uma nova habilidade em mim.,surpresa
Perdi minha carteira e fiquei desanimado.,tristeza
O filme de terror me causou arrepios.,medo
Recebi uma resposta grossa de um colega.,raiva
Fui chamado para um evento exclusivo.,surpresa
Senti falta de alguém especial durante a noite.,tristeza
A tempestade forte me deixou inquieto.,medo
Ganhei um abraço inesperado que me alegrou.,alegria
Perdi muito tempo esperando em fila.,raiva
Senti falta de alguém especial durante a noite.,tristeza
Tive uma tarde leve e cheia de risos.,alegria
Fiquei enojado com a cena do filme.,nojo
Perdi muito tempo esperando em fila.,raiva
A tempestade forte me deixou inquieto.,medo
Perdi muito tempo esperando em fila.,raiva
O barulho excessivo me tirou do sério.,raiva
Tive uma tarde leve e cheia de risos.,alegria
Descobri uma nova habilidade em mim.,surpresa
Assisti a uma despedida emocionante.,tristeza
Vi um prato mal lavado e perdi o apetite.,nojo
Assisti a uma despedida emocionante.,tristeza
O barulho excessivo me tirou do sério.,raiva
Perdi minha carteira e fiquei desanimado.,tristeza
Terminei meu projeto e estou orgulhoso.,alegria
Perdi minha carteira e fiquei desanimado.,tristeza
Fiquei furioso com a injustiça na partida.,raiva
Assisti a uma despedida emocionante.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
Fui mal interpretado e isso me irritou.,raiva
Terminei meu projeto e estou orgulhoso.,alegria
A paisagem estava tão bonita que me senti em paz.,alegria
Havia poeira acumulada em todos os cantos.,nojo
A paisagem estava tão bonita que me senti em paz.,alegria
Recebi uma má notícia logo cedo.,tristeza
Tive medo de errar na apresentação.,medo
Tive uma tarde leve e cheia de risos.,alegria
Choveu o dia todo e isso me deixou triste.,tristeza
Havia poeira acumulada em todos os cantos.,nojo
O cheiro do esgoto era muito forte.,nojo
Assisti a uma despedida emocionante.,tristeza
A pia estava cheia de restos de comida.,nojo
Perdi muito tempo esperando em fila.,raiva
Choveu o dia todo e isso me deixou triste.,tristeza
Ouvi passos atrás de mim e acelerei o passo.,medo
Me ignoraram em uma conversa importante.,raiva
Terminei meu projeto e estou orgulhoso.,alegria
